"Step","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/saw/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/sin/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/square/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/triangle/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/saw/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/sin/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/square/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/triangle/train"
"2040","undefined","undefined","undefined","undefined","-2.040879988670349","-2.018646574020386","-1.4993002891540528","-1.812616801261902"
"2050","undefined","undefined","undefined","undefined","-2.069569444656372","-1.7645407915115356","-1.5154947280883788","-1.6335409164428711"
"2060","undefined","undefined","undefined","undefined","-2.0428163766860963","-1.9207352876663208","-1.6111076116561889","-1.6818850994110108"
"2070","undefined","undefined","undefined","undefined","-2.042944860458374","-1.8624830961227417","-1.5248987436294557","-1.788396155834198"
"2080","undefined","undefined","undefined","undefined","-2.039130914211273","-1.9263496398925781","-1.3404601693153382","-1.6299878716468812"
"2090","undefined","undefined","undefined","undefined","-2.0857482314109803","-1.8857090592384338","-1.5686408877372742","-1.7502137422561646"
"2100","undefined","undefined","undefined","undefined","-2.090281534194946","-2.082917034626007","-1.5729100108146667","-1.780400550365448"
"2110","undefined","undefined","undefined","undefined","-2.082827925682068","-1.9934802770614624","-1.4472620487213135","-1.8244757771492004"
"2120","undefined","undefined","undefined","undefined","-2.053678870201111","-1.9810628652572633","-1.280530321598053","-1.8210764050483703"
"2130","undefined","undefined","undefined","undefined","-2.085603713989258","-1.9957677006721497","-1.2437930047512054","-1.7758851766586303"
"2140","undefined","undefined","undefined","undefined","-2.0513368606567384","-1.9953106880187987","-1.4096502363681793","-1.7883389711380004"
"2150","undefined","undefined","undefined","undefined","-2.0419579267501833","-2.044907546043396","-1.4014615356922149","-1.8231717228889466"
"2160","undefined","undefined","undefined","undefined","-2.1227947235107423","-1.955749225616455","-1.481591796875","-1.8446705102920533"
"2170","undefined","undefined","undefined","undefined","-2.0535549759864806","-1.9778943300247191","-1.5566575169563293","-1.887289333343506"
"2180","undefined","undefined","undefined","undefined","-2.0802324175834657","-2.0335159301757812","-1.471749186515808","-1.8555771231651306"
"2190","undefined","undefined","undefined","undefined","-2.1025016784667967","-2.0375274777412415","-1.4830984830856324","-1.7116931915283202"
"2200","undefined","undefined","undefined","undefined","-2.0621431708335876","-2.0294163823127747","-1.379089629650116","-1.7822475671768188"
"2210","undefined","undefined","undefined","undefined","-2.0733259081840516","-2.052591598033905","-1.3497161746025086","-1.7236574292182922"
"2220","undefined","undefined","undefined","undefined","-2.0843216300010683","-2.027034246921539","-1.5002482533454895","-1.7770734548568725"
"2230","undefined","undefined","undefined","undefined","-2.0728681445121766","-2.0349504709243775","-1.351298952102661","-1.8370423078536988"
"2240","undefined","undefined","undefined","undefined","-2.0699663281440737","-2.041814112663269","-1.533930766582489","-1.789670968055725"
"2250","undefined","undefined","undefined","undefined","-2.074679172039032","-2.029442608356476","-1.530035626888275","-1.3715307474136353"
"2260","undefined","undefined","undefined","undefined","-2.1051924347877504","-2.023280084133148","-1.70003422498703","-1.5446740865707398"
"2270","undefined","undefined","undefined","undefined","-2.044046604633331","-2.0778717160224915","-1.5082279324531556","-1.5879753828048706"
"2280","undefined","undefined","undefined","undefined","-2.100496196746826","-2.082801306247711","-1.630901288986206","-1.6039207100868225"
"2290","undefined","undefined","undefined","undefined","-2.0761150240898134","-1.915289056301117","-1.5756783485412598","-1.6602364540100099"
"2300","undefined","undefined","undefined","undefined","-2.0854716062545777","-1.9727896571159362","-1.452790904045105","-1.6442372918128967"
"2310","undefined","undefined","undefined","undefined","-2.122716021537781","-2.013562536239624","-1.5905820727348328","-1.663335347175598"
"2320","undefined","undefined","undefined","undefined","-2.081524980068207","-2.0562824845314025","-1.5535545825958252","-1.7753267526626586"
"2330","undefined","undefined","undefined","undefined","-2.085878002643585","-2.0432516813278196","-1.4206151008605956","-1.8599660992622375"
"2340","undefined","undefined","undefined","undefined","-2.087399256229401","-2.070888543128967","-1.510297954082489","-1.8465756177902222"
"2350","undefined","undefined","undefined","undefined","-2.0910946846008303","-2.076299488544464","-1.5090766191482543","-1.8355969190597534"
"2360","undefined","undefined","undefined","undefined","-2.108081269264221","-2.009449672698975","-1.4919946312904357","-1.8401830434799193"
"2370","undefined","undefined","undefined","undefined","-2.1027326583862305","-1.8409644603729247","-1.4197767615318297","-1.8699601411819458"
"2380","undefined","undefined","undefined","undefined","-2.0591339230537415","-1.9338210225105286","-1.5246922016143798","-1.8360947012901305"
"2390","undefined","undefined","undefined","undefined","-2.124645721912384","-2.035801124572754","-1.433380675315857","-1.7943857312202454"
"2400","undefined","undefined","undefined","undefined","-2.067851555347443","-1.9943903923034667","-1.5291758537292481","-1.799501156806946"
"2410","undefined","undefined","undefined","undefined","-2.1240869522094727","-2.0480868577957154","-1.5912396788597107","-1.8888352036476135"
"2420","undefined","undefined","undefined","undefined","-2.0495845317840575","-2.098429799079895","-1.6638442635536195","-1.8436231732368469"
"2430","undefined","undefined","undefined","undefined","-2.1148441433906555","-2.0783673882484437","-1.6337215423583984","-1.8062348008155822"
"2440","undefined","undefined","undefined","undefined","-2.1225839853286743","-2.083873176574707","-1.658442223072052","-1.7804444432258606"
"2450","undefined","undefined","undefined","undefined","-2.12052743434906","-2.0096872448921204","-1.5927600145339966","-1.8466334462165832"
"2460","undefined","undefined","undefined","undefined","-2.085048198699951","-2.082879102230072","-1.5770704746246338","-1.9004356384277343"
"2470","undefined","undefined","undefined","undefined","-2.116716980934143","-2.0697449326515196","-1.396238124370575","-1.887278974056244"
"2480","undefined","undefined","undefined","undefined","-2.0708731412887573","-2.0561675667762755","-1.2519734799861908","-1.8717194318771362"
"2490","undefined","undefined","undefined","undefined","-2.1513748168945312","-2.0306661486625672","-1.4004576086997986","-1.8702692866325379"
"2500","undefined","undefined","undefined","undefined","-2.0474557518959045","-2.0949489951133726","-1.6133091568946838","-1.887123990058899"
"2510","undefined","undefined","undefined","undefined","-2.1488064527511597","-2.107300007343292","-1.5053082346916198","-1.5978790998458863"
"2520","undefined","undefined","undefined","undefined","-2.07920081615448","-2.1006209015846253","-1.575798010826111","-1.5853463411331177"
"2530","undefined","undefined","undefined","undefined","-2.09893981218338","-2.041645109653473","-1.56487078666687","-1.8291232466697693"
"2540","undefined","undefined","undefined","undefined","-2.1362231016159057","-2.0899465799331667","-1.5345260381698609","-1.8206051349639893"
"2550","undefined","undefined","undefined","undefined","-2.1400840282440186","-2.097609889507294","-1.5583902597427368","-1.7878478288650512"
"2560","undefined","undefined","undefined","undefined","-2.072541379928589","-2.0886778473854064","-1.7012155890464782","-1.8503576397895813"
"2570","undefined","undefined","undefined","undefined","-2.1098470211029055","-2.011358857154846","-1.547063171863556","-1.748598849773407"
"2580","undefined","undefined","undefined","undefined","-2.148561882972717","-2.037663161754608","-1.4773462533950805","-1.7492024302482605"
"2590","undefined","undefined","undefined","undefined","-2.077264702320099","-2.0819700717926026","-1.5502449989318847","-1.655389416217804"
"2600","undefined","undefined","undefined","undefined","-2.1113789916038512","-2.002804529666901","-1.6362024426460267","-1.8052364230155944"
"2610","undefined","undefined","undefined","undefined","-2.135224461555481","-2.1166229009628297","-1.6838864803314209","-1.7654310703277587"
"2620","undefined","undefined","undefined","undefined","-2.131916272640228","-2.1024967551231386","-1.498769426345825","-1.7785803437232972"
"2630","undefined","undefined","undefined","undefined","-2.1011911630630493","-2.084603261947632","-1.456316590309143","-1.8725523710250855"
"2640","undefined","undefined","undefined","undefined","-2.073335289955139","-2.091009521484375","-1.6228423833847045","-1.9030821442604064"
"2650","undefined","undefined","undefined","undefined","-2.1263752937316895","-2.0486261010169984","-1.6985332131385804","-1.8846319556236266"
"2660","undefined","undefined","undefined","undefined","-2.120868444442749","-2.015339362621307","-1.5019214034080506","-1.8957525968551636"
"2670","undefined","undefined","undefined","undefined","-2.131427764892578","-2.080259156227112","-1.6157630920410155","-2.0106468558311463"
"2680","undefined","undefined","undefined","undefined","-2.1366634249687193","-2.1482462882995605","-1.5077791213989258","-1.5943259119987487"
"2690","undefined","undefined","undefined","undefined","-2.0784233689308165","-2.207039141654968","-1.676863694190979","-1.5934136629104614"
"2700","undefined","undefined","undefined","undefined","-2.1582703828811645","-2.1636996626853944","-1.6731059908866883","-1.7834477066993712"
"2710","undefined","undefined","undefined","undefined","-2.0805991649627686","-1.677848505973816","-1.6723742842674256","-1.6959440231323242"
"2720","undefined","undefined","undefined","undefined","-2.142877721786499","-1.8561584949493408","-1.5958119869232177","-1.8574532866477966"
"2730","undefined","undefined","undefined","undefined","-2.150493049621582","-1.6063554286956787","-1.6273943781852722","-1.817683458328247"
"2740","undefined","undefined","undefined","undefined","-2.07900185585022","-1.7693253874778747","-1.3256712675094604","-1.748259687423706"
"2750","undefined","undefined","undefined","undefined","-2.121523141860962","-1.8877980947494506","-1.574229073524475","-1.6514549732208252"
"2760","undefined","undefined","undefined","undefined","-2.1259693622589113","-1.8519578337669373","-1.5076810121536255","-1.856266689300537"
"2770","undefined","undefined","undefined","undefined","-2.1496015071868895","-1.824322485923767","-1.4592008590698242","-1.8630368828773498"
"2780","undefined","undefined","undefined","undefined","-2.1163392543792723","-1.8382867217063903","-1.6193060994148254","-1.8530810713768004"
"2790","undefined","undefined","undefined","undefined","-2.130222976207733","-1.8592116117477417","-1.4648655652999878","-1.8346317410469055"
"2800","undefined","undefined","undefined","undefined","-2.1205142974853515","-1.8411383152008056","-1.4604137659072876","-1.8739449858665467"
"2810","undefined","undefined","undefined","undefined","-2.1084256052970884","-1.834074079990387","-1.468380296230316","-1.8077383637428284"
"2820","undefined","undefined","undefined","undefined","-2.1404242873191834","-1.823607575893402","-1.6286722660064696","-1.7671071290969849"
"2830","undefined","undefined","undefined","undefined","-2.126474440097809","-1.82447292804718","-1.761290955543518","-1.8369569659233094"
"2840","undefined","undefined","undefined","undefined","-2.15127317905426","-1.8778205990791321","-1.6914332151412963","-1.866161322593689"
"2850","undefined","undefined","undefined","undefined","-2.1259578227996827","-1.786496913433075","-1.7290629029273987","-1.9201406002044679"
"2860","undefined","undefined","undefined","undefined","-2.2309348583221436","-1.7885351777076721","-1.332270860671997","-1.8746398091316223"
"2870","undefined","undefined","undefined","undefined","-2.1385825514793395","-1.8837198615074158","-1.4652096629142761","-1.784974789619446"
"2880","undefined","undefined","undefined","undefined","-2.130299758911133","-1.8280447363853454","-1.4199479937553405","-1.4840812683105469"
"2890","undefined","undefined","undefined","undefined","-2.11837317943573","-1.8310776829719544","-1.4803075909614563","-1.6908553481101989"
"2900","undefined","undefined","undefined","undefined","-2.1582753896713256","-1.8782995462417602","-1.4195815086364747","-1.7072063207626342"
"2910","undefined","undefined","undefined","undefined","-2.127773606777191","-1.8409649848937988","-1.4350712656974793","-1.6877561211585999"
"2920","undefined","undefined","undefined","undefined","-2.089000141620636","-1.7838322877883912","-1.6797155261039733","-1.8322348713874816"
"2930","undefined","undefined","undefined","undefined","-2.156238842010498","-1.8407802820205688","-1.586021900177002","-1.8182449340820312"
"2940","undefined","undefined","undefined","undefined","-2.159730648994446","-1.8734723448753356","-1.6372041821479797","-1.8897146821022033"
"2950","undefined","undefined","undefined","undefined","-2.0813947200775145","-1.8327207088470459","-1.5809091091156007","-1.8281209230422975"
"2960","undefined","undefined","undefined","undefined","-2.12145117521286","-1.8754713535308838","-1.6581969857215881","-1.7529016494750977"
"2970","undefined","undefined","undefined","undefined","-2.1282280683517456","-1.7999704480171204","-1.7159321784973145","-1.8488316416740418"
"2980","undefined","undefined","undefined","undefined","-2.134506094455719","-1.7607586979866028","-1.7527695775032044","-1.8840408444404602"
"2990","undefined","undefined","undefined","undefined","-2.167738699913025","-1.8320634841918946","-1.3848133623600005","-1.926392674446106"
"3000","undefined","undefined","undefined","undefined","-2.1269234657287597","-1.8657638669013976","-0.7786466777324677","-1.8551956772804261"
"3010","undefined","undefined","undefined","undefined","-2.1649827480316164","-1.794100296497345","-1.29123854637146","-1.880799663066864"
"3020","undefined","undefined","undefined","undefined","-2.1257803678512572","-1.8071064710617066","-1.5071396231651306","-1.730507481098175"
"3030","undefined","undefined","undefined","undefined","-2.20214684009552","-1.8275593638420105","-1.5630128979682922","-1.767863941192627"
"3040","undefined","undefined","undefined","undefined","-2.1214258670806885","-1.8244115352630614","-1.5388041973114013","-1.8218798279762267"
"3050","undefined","undefined","undefined","undefined","-2.1562684059143065","-1.8239136695861817","-1.6136917114257812","-1.8240245223045348"
"3060","undefined","undefined","undefined","undefined","-2.1122405886650086","-1.8052919507026672","-1.521276557445526","-1.8112764716148377"
"3070","undefined","undefined","undefined","undefined","-2.166334533691406","-1.811268925666809","-1.3355515003204346","-1.8255365014076232"
"3080","undefined","undefined","undefined","undefined","-2.1370922327041626","-1.8890310645103454","-1.4001786589622498","-1.8771916508674622"
"3090","undefined","undefined","undefined","undefined","-2.145218288898468","-1.8874035358428956","-1.4272665858268738","-1.827670681476593"
"3100","undefined","undefined","undefined","undefined","-2.167338466644287","-1.8249579906463622","-1.6189512372016908","-1.8286320567131042"
"3110","undefined","undefined","undefined","undefined","-2.166920530796051","-1.8257619619369507","-1.5854882955551148","-1.8206668138504027"
"3120","undefined","undefined","undefined","undefined","-2.1567999362945556","-1.8057193636894227","-1.5843763113021851","-1.8654880762100219"
"3130","undefined","undefined","undefined","undefined","-2.109149169921875","-1.850801944732666","-1.602768898010254","-1.6947366356849671"
"3140","undefined","undefined","undefined","undefined","-2.1897543907165526","-1.8618703365325928","-1.7109630703926086","-1.7935783624649049"
